"blazy href","media__image src","field","field 2","field 3","clearfix","field 4"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/juan-manuel-marcilla-marin","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-12/Juan%20Manuel%20Marcilla%20mimbre%202.jpg.webp?itok=WEMXV73_","Maestro artesano","Juan Manuel","Marcilla Marín","Mi vida profesional se ha desarrollado desde el inicio, y ya van treinta años...","Productor de muebles y objetos de mimbre, junco, caña, palma y otras fibras"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/berta-lopez-diaz","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-11/Foto%20legado_Berta%20Lopez.png.webp?itok=50H7Fngb","Berta","López Díaz","Cerámica","La Jara es el proyecto personal de Berta Lopez Diaz (Ciudad Real, 1991), en el...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/antonio-roncero-oliver-0","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-03/IMG-20240315-WA0001.jpg.webp?itok=SW9hVMoK","Antonio","Roncero Oliver","Cuchillero y Navajero","Casa fundada por mi abuelo por José Mª Roncero Roncero en 1950 a la que se unió...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/irene-garcia-hernandez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-08/artesana.jpg.webp?itok=e4166JmB","Irene","García Hernández","Diseñadora textil","Mi oficio es el de diseñadora textil realizando bisutería soutache. Se trata de...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ignacio-paniagua-jimenez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Ignacio%20Paniagua%20Tallista%202%20-%20copia.jpg.webp?itok=eoll4LUl","Maestro artesano","Ignacio","Paniagua Jiménez","Taller artesano dedicado a la talla, escultura y restauración en madera, panes...","Tallista de Madera Decorador de muebles Imaginero Carpintero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-mercedes-pavon-salinero","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/Mercedes%20-%20copia%202.jpg.webp?itok=U3KEwrEE","María Mercedes","Pavón Salinero","Marroquinera","Desde el 2011 me dedico al diseño y confección de artículos de cuero, tanto para...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/enrique-redondo-fernandez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-03/Enrique%20Redondo.jpg.webp?itok=vp3wmTxT","Enrique","Redondo Fernández","Elaborador de objetos de cartón piedra","PREMIOS OBTENIDOS: · Finalista Premio Diseño Aplicado a la Artesanía 2023...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/tomas-bustamante-monedero","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Tomas%20Bustamante%20ceramista%202%20-%20copia.jpg.webp?itok=yzn_i_cM","Maestro artesano","Tomas","Bustamante Monedero","La obra de Tomás Bux es personal e inconfundible. Al realismo que deja entrever...","Ceramista"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/enrique-ramirez-sanchez-diezma","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-08/FotoEnrique%20%28002%29.jpg.webp?itok=DznGicyZ","Enrique","Ramírez Sanchez-Diezma","Carpintero","Mi trayectoria profesional comienza en el año 2.000 teniendo como enfoque el...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/eugenio-morcillo-blazquez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-08/IMG_20240814_162021.jpg.webp?itok=PN_pF28D","Eugenio","Morcillo Blazquez","Restaurador","Restaurado de metales. El oficio lo llevo desempeñando desde 1997 por cuenta...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/nono-martin-luna","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-07/Nono%20Mart%C3%ADn%20Herrero%202%20%283%29.jpg.webp?itok=iLPwW6cd","Maestro artesano","Nono","Martín Luna","Nono es el diminutivo familiar y popular por el que se conoce a este Maestro...","Forjado Herrero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/santiago-flores-macia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-06/mia1.jpg.webp?itok=_p-N8DtE","Santiago","Flores Macia","Metalistero","Mi primer vínculo con la artesanía del metal surgió de manera casual, al obtener...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/antonio-martinez-molina","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Antonio%20Martinez%20Molina%20cuchillero%202%20-%20copia.jpg.webp?itok=BLTbPHNo","Maestro artesano","Antonio","Martínez Molina","Cuchillería Celaya fue fundada en 1920 en la ciudad de Albacete, contando con...","Cuchillero y Navajero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-luis-galan-cogolludo","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/2024-09-13-0001%20%283%29-2%20copia.jpg.webp?itok=JlDbwx2t","José Luis","Galán Cogolludo","Guarnicionero","Soy artesano guarnicionero. Crecí rodeado de coches (mi padre dirigía una auto...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/juan-antonio-zamorano-garcia-moreno","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/WhatsApp%20Image%202024-05-28%20at%2023.05.08%20%283%29.jpeg.webp?itok=HctyY6zo","Juan Antonio","Zamorano García-Moreno","Joyero","Estigma nace del cariño a nuestras raíces campesinas. Es un homenaje a las...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/roberto-perea-sanchez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-07/Roberto%20BN.jpg.webp?itok=tbHdL9hG","Roberto","Perea Sánchez","Cerámica","Cerámica Franpesa es una empresa familiar con más de 30 añas de antigüedad, su...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/luis-machi-gomez","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Luis%20Machi%20vidriero%202%20-%20copia.jpg.webp?itok=4Mm2gMFR","Maestro artesano","Luis","Machí Gómez","PREMIOS OBTENIDOS Premio Producto 2016. Premio Producto 2017. Premio Producto...","Vidriero Tornero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-del-prado-gutierrez-gracia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-11/II%20Maria%20del%20prado%20Gutierrez%20Garc%C3%ADa.jpg.webp?itok=KKhbFXuJ","María del Prado","Gutiérrez Gracia","Bordado","Comencé mis primeros bordados en casa y en el colegio, siempre guiada por mi...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/jose-ignacio-gonzalez-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/Foto%20artesano%20en%20B-N.jpg.webp?itok=bkk5H5pd","Jose Ignacio","González García","Carpintero","En Antigüedades EL MIELERO, contamos con más de 25 años de experiencia en el...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/adolfo-manzano-serrano","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-12/MANZANO%20%20EN%20EL%20PINTADOR%20DE%20SU%20TALLER_0.jpg.webp?itok=Wt3Gweeh","Adolfo","Manzano Serrano","Cerámica","Somos un taller activo que inicia su andadura en 1987 ofreciendo sus piezas de...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/gregorio-peno-gallego","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-02/Gregorio%20Pe%C3%B1o%20cer%C3%A1mica%202.jpg.webp?itok=Tk9PxMg1","Gregorio","Peño Gallego","Cerámica","La alfarería lleva el nombre de Gregorio Peño por Gregorio Peño González padre...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/adolfo-perez-martin","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-03/Foto%20artesano%20BN.jpg.webp?itok=6ajYI6O8","Adolfo","Pérez Martín","Marquetero","En el año 1978 decidí hacer de la creación artesana mi modo de vida. Elegí el...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ernesto-rodriguez-ortega","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-11/legado%20artesano%20castilla-la%20mancha.jpg.webp?itok=wON3YW_n","Maestro artesano","Ernesto","Rodriguez Ortega","Empecé con 15 años (año 1979) a trabajar en el taller familiar, que se dedicaba...","Carpintero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/ruben-fabuel","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2025-07/b571f5a0-98d2-4f45-bd81-47dd9707ddfd.jpg.webp?itok=JRt4MLZX","Maestro artesano","Ruben","Fabuel","Nacido en una familia de carpinteros de 4ª generación, comencé mi andadura con...","Marquetero"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/francisco-fernandez-garcia","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-06/Francisco%20Fernandez%20ceramista%202%20%281%29.jpg.webp?itok=0_EIjwgM","Maestro artesano","Francisco","Fernández García","PREMIOS OBTENIDOS Finalista premio Producto 2019. OFICIO Cuando me inicié en la...","Cerámica"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/dulcinea-lopez-arce","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-08/DULCI13%20copia.jpg.webp?itok=dWyA0bEt","Dulcinea","López Arce","Cerámica","Dulcinea López Arce, nacida en Villagarcía del Llano (Cuenca), descubre el mundo...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-angeles-rodriguez-brotons","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/Fotograf%C3%ADa%20M.%20%C3%81ngeles%20Bamb%C3%BA%20Velas%20de%20Soja_0.jpg.webp?itok=hrjxoZ0k","María Ángeles","Rodríguez Brotons","Cerera","Comencé mi andadura haciendo y vendiendo velas de soja en 2020, en plena...",""
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/juan-luis-cebrian-villodre","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2023-03/Luis%20Cebrian%20ceramista%202%20-%20copia.jpg.webp?itok=YzEJhwtj","Maestro artesano","Juan Luis","Cebrián Villodre","Cebrián Artesanos es una empresa regentada por la quinta generación de alfareros...","Cerámica"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/pilar-callado-mateo","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-10/IMAGEN%20RECORTADA.jpg.webp?itok=9VplMkrM","Maestro artesano","Pilar","Callado Mateo","Pilar Artesanía es una tienda especializada en puntillas, encajes, tiras...","Bordado"
"https://legadoartesano.castillalamancha.es/guardianes-del-legado-artesano/maria-luisa-jeronimo-carchenilla","https://legadoartesano.castillalamancha.es/sites/default/files/styles/embajador/public/2024-09/FOTO%20EN%20BLANCO%20Y%20NEGRO%20_0.jpg.webp?itok=6TpKhrNg","María Luisa","Jerónimo Carchenilla","Florista","En 2005 comienzo mis cursos como florista, realizo técnica de base en la Escuela...",""
